title,main_image,ingred_name,ingred_amount,recipe_step,recipe_image,views,writer
달큰하고 맛있는 당근 감자채 볶음,['https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/4afc6acd79054d710bfdf8dc9d355b5e1.jpg'],"['감자', '당근', '천일염', '식용유', '다진마늘', '고운소금', '다진대파', '맛술', '참치액', '들기름', '후추']","['500g', '50g', '약간', '2큰술', '1/2큰술', '1/3작은술', '3큰술', '1큰술', '1/2큰술', '1큰술', '약간']","['*당근와 감자를 준비 해주세요.\n\n*감자 싹은 독이 있어 껍질 깍을때 싹이 나오는 곳은 깊이 도려 내고 요리 하셔야 합니다.', '감자는 채 썰어 주세요.', '당근도 채 썰어 주세요.', '채 썬 감자는 물에 헹군후 5분 정도 담가 두세요.', '*냄비에 감자가 잠길 정도의 물을 붓고 끓어 오르면 \n\n*천일염을 조금 넣고 \n\n*감자채를 넣고 데쳐 주세요(1~2분정도)', '찬물에 헹군후 체에 받쳐 물기를 빼 주세요.', '팬에 식용유를 두르고 다진마늘을 넣고 (30초~1분 정도) 볶아 주세요', '감자와 당근을 넣고, 고운소금도 넣고 볶아 주세요.', '*감자가 어느 정도 살캉하게 익으면 \n\n*대파와 맛술,참치액을 넣고 볶다가 *들기름 후추를 넣고 한소큼 더 볶아 주세요.', '깨를 넣고 볶아 준 후', '완성 그릇에 담아 주세요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/4948161f8be970bbaabe1699bf3ae4181.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/8b14375ca8bce80755bd9cb04dbada631.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/3fe908d5955a1fd72bc4691fc90de6081.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/25a5323d54c277856b16e3b18c7f22241.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/55dc10ad7236b1b1aa37a34eefc196051.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/39577af00337f296eda5d1de5f9dc9ec1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/8c19308127723859cedd97894f0115c21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/76257980f2084508c04c4f412013b6511.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/7bb4673206bdb4eabebb450a8a2995f01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/e092de300f11ae79b7aa8b4dcc0494881.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/03/15/5aad22814e81bceeda3c46d1ae1125761.jpg']",11929,
"감자당근조림:감자,당근 골라먹지 않고...숟가락으로 퍼먹어요 (with3311만능양념장)",['https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/9b5eb9ea499f7c4f4d4293c365a065ef1.jpg'],"['감자', '당근', '양조간장', '양념장', '물(육수)', '참기름', '통깨']","['2개', '1개', '2큰술', '1큰술', '2컵(재료잠길만큼)', '약간', '약간']","['당근과 감자는 깍둑썰기한다:', '식용유 살짝 두르고 당근 먼저 볶는다', '당근이 살짝 볶아지면 \n\n감자를 넣고 재료가 잠길만큼 물을 붓고\n\n뚜껑 덮고 끓인다', '감자가 반쯤 익으면 양조간장 두큰술 넣고-', '3311만능양념장 한큰술 넣어 졸인다3311만능양념장=다시육수(물)3+고춧가루3+다진마늘1+액젓(국간장)1', '국물이 자박하게 졸아들었을 때 맛을 보아 간을 더하고 싶으면 간장을,\n\n매운맛을 더하고 싶으면 양념장을 \n\n추가해 준다', '국물이 거의 졸아들고 감자가 포실포실하게 익으면 불을 끈다:단맛과 윤기를 더하고 싶으면 조청이나 올리고당을 넣어주어도 되는데...가능하면 그대로 먹기를 추천함:소박하고 투박하며 슴슴하고 자극적이지 않은 시골반찬의 맛으로~\n\n', '참기름 두르고 통깨를 뿌린다']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/b6640fd76347d9ae1da9e7753121285d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/da2e78ee7c2b53c0141fa2c13545561e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/eca2cec319371f1ac8acff5ee198033a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/67ac3b618d6862a7c947bc063e1a0faa1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/269b60de5911a368cfe4edd577d7a2201.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/8d02f7767633331fe3f691a0f002d34e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/358b4e55f14dade76bdcc891fadf04211.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/23/0a408996d8c0022d86bc8fff5bb4651a1.jpg']",10666,
라페♡당근샐러드♡초간단 프랑스요리~,['https://recipe1.ezmember.co.kr/cache/recipe/2020/09/14/6bcb81b0bf44b9b8e91142ec77f889271.jpg'],"['당근', '식초', '소금', '올리브오일', '홀그레인머스타드', '식초', '설탕', '후추']","['2개', '2큰술', '1작은술', '2큰술', '2큰술', '2작은술', '1작은술', '약간']","['당근을 채치고, 소금과 식초에 20분간 절인 후 물기를 꼭 짠다.', '올리브오일과 홀스레안머스타드, 식초, 설탕, 후추로 소스를 만든다.', '절인 당근을 소스로 버무리고, 플레이팅한 후에 후추 약간을 추가한다.', '구운 감자나 빵과 함께 먹는다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/09/14/f87a3f05b5eb8f1e217d0f990c12a6301.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/14/b420cab3b0f5c974f1a5dc82a42b10d61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/14/60473cc7ea7f71d396dc707c0360b4af1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/09/14/9af0b1f07dc6968d01576ba41eae30e01.jpg']",14744,
"계란,어묵,당근 김밥~*",['https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/41a22f9bab1d9ce5c1c7632f07dbff4f1.jpg'],"['계란', '어묵', '당근', '김', '소금', '참기름', '깨소금', '간장', '올리고당']","['6개', '5장', '1개', '', '', '', '', '2+1/2큰술', '2큰술']","['볼에 계란6 탁~\n\n소금3꼬집 정도 넣고\n\n계란을 풀어 준다', '예열된 팬에 계란 물을 \n\n빙~ 둘러 붓고 서서히\n\n익혀준다', '반대로 뒤집어 불을 끄고\n\n남은 열로 익혀 준다', '계란 도르르~ 말아', '채썰어 준비해 준다', '당근 필러로 껍질을 벗겨 \n\n내고 채썰어 팬에 담는다', '소금 티스푼으로 반 정도\n\n넣고 기름을 두른 후\n\n달달~ 볶아 준비한다', '어묵 얇게 채 썰어 팬에 담고', '간장2큰술 반\n\n올리고당 2 넣고\n\n간이 고루 베이도록 \n\n약불에서 휘리릭~ 볶아 \n\n준 뒤 기름을 둘러 슥슥~ 볶아준다', '짠~ 당근,계란,어묵\n\n속 재료 만들어 \n\n준비했구요', '밥 볼에 담고 참기름\n\n깨소금 넣어', '섞은 후', '김에 밥 깔고 준비한 \n\n재료 올려', '도르르~~ 말아 준다', '먹기 좋은 크기로 썰어\n\n맛나게 챱~ 챱~']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/10b9f84c0691239b3c34ce35583bdc301.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/482190b65c7f46ff624f28459568a17c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/d5b44d36f5228bc9881cc769456bb9271.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/124b315b04336f562094944456459c5c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/f4eab2490b87563809e6bf132057cb6f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/f3211e1f44f90f646df8a8e51cc8f7271.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/5415875977a4d6cce9db3833aaae08ed1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/147f018f37de0daa03f779d3204604f91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/10d45ecd20c46cafe00fff11d66845b41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/465d72ffbd9df9801ab43a8c225665581.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/0285ae1b748868baaa294a627ed102691.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/d4207eb061d37a6a4e36b6e6ca7239e01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/31a3c131a08a2653d28001c5b29cab631.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/0951c4e2481530364c67a1c367cb30ea1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/07/05/0e527f45784eeccbd265a49ec156ffc81.jpg']",13602,
금방이라도 토끼가 깡총 나올것같은 당근컵케이크 ! ,['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/02/1dd5a7193904fc51271d1fb4757609081.png'],"['당근', '달걀', '흑설탕', '포도씨유', '박력쌀가루', '아몬드가루', '베이킹파우더', '계피가루', '소금', '크림치즈', '생크림', '설탕', '레몬즙']","['150g', '2개', '80g', '40g', '120g', '50g', '1/2숟가락', '약간', '1/4숟가락', '100g', '20g', '50g', '약간']","['당근은 치즈그레이터에 갈아 준비한다.', '달걀 , 흑설탕을 넣고 고루 섞는다.실온에 꺼내두었던 달걀을 사용하세요 ', '달걀에 포도씨유를 넣어가면서 휘핑한다.', '박력쌀가루, 아몬드가루, 베이킹파우더, 계피가루를 체쳐 섞는다.날가루가 보이지 않게 골고루 섞는다. ', '당근을 넣고 머핀틀에 담아 180도로 예열된 25분간 오븐에 구워 식힌다.오븐', '크림치즈아이싱 재료를 넣고 휘핑기로 고루 섞는다.실온에 꺼내두었던 크림치즈를 사용하세요', '충분히 식혀진 당근컵케이크에 크림치즈아이싱을 올려 완성한다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/613b163dce4b9c9cf32c7dbc4b5511691.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/32c70cb6412e35ac13407e47abb9eeda1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/abc56236ad87e214cdd5f48ea81efb461.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/5f731d1a668c65b0d6e68eca3a9044f61.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/85d1cc17f9da3eeaf2a394413f3954171.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/efbfe9984a213373ac24ddee10ce03201.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/03/28/729c392a6c1db200f76feee8541215701.png']",17708,
애호박당근볶음,['https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/935641575c370ec7a1ecd6bf201a7aa7.jpg'],"['애호박', '당근', '양파', '식용유', '간장', '올리고당', '통깨', '참기름']","['1개', '1/4개', '1/4개', '약간', '1큰술', '1큰술', '1/2큰술', '약간']","['먼저 알맞은 크기와 너무 얇지 않게 잘라둔 당근과 양파를 볶아줍니다. 이때 너무 볶지 마시고 중간 정도만 볶아주세요.', '볶은 당근 위에 얇지 않은 굵기로 잘라둔 애호박을 올리고 같이 볶아 줍니다.', '간장과 올리고당을 넣고 잘 섞어줍니다.', '어느 정도 익었으면 소금으로 살짝 뒤적이면서 간을 하고 참기름 살짝, 그리고 통깨를 조금 넣어 주세요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/6c35a059a28584ad68fd026ae58baab21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/2bc85d3c9cea5307e3b8c68d2114fbb81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/2b9bb5fbda6e61e2581d86f929ff41821.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/07/14/e5113527d1a73fab23199e29ee1fd33b1.jpg']",34362,
눈 건강을 위한 당근사과주스,['https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/eafdc848d724897e0b181e8a2575b3b31.jpg'],"['사과', '물', '레몬즙', '꿀']","['1/2개', '1컵', '1/2큰술(생략 가능)', '1큰술(생략 가능)']","['위에 말씀드린 재료들을 준비합니다. 레몬즙 or 꿀은 취향에 따라 생략이 가능하오니 참고부탁드립니다.', '당근의 껍질을 벗겨주시고 토막토막 잘라주세요.\n\n그 뒤 사과도 토막토막 잘라서 준비해주세요.', '믹서기 통에 토막낸 당근과 사과를 담고 물을 부어줍니다.취향에 따라 레몬즙 or 꿀을 첨가하셔도 좋습니다.', '믹서에 갈아 완성된 당근사과주스를 먹기 좋게 컵에 담아줍니다.당근의 꾸덕함이 싫다면 체에 걸러주셔도 좋습니다.', '완성된 당근사과주스를 즐겨주면 끝!\n\n하루 한 잔이면 건강도 UP~']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/ed681ec2a2b0c3b6030061e32295ffa51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/9c3837a8cd27f02ee97fe1f2ec7ffe3d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/8df1c0b46dec5a105367491718566fb51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/e4fd7273fff1bb723400bc49f5b4759b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/03/31/939ce218fea4b75c3924ed0f233c873f1.jpg']",31137,
해물찜처럼 맛있는 백종원 소시지콩나물찜,['https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/f700f1964219a06e73be2c8d314ab4641.jpg'],"['콩나물', '비엔나소시지', '대파', '양파', '고추장', '고추가루', '간장', '설탕', '간마늘', '참기름']","['1봉', '1봉', '1대', '1/2개', '2T', '2T', '4T', '1T', '1T', '1T']","['먼저 콩나물 1봉지를 깨끗이 씻어 체에 받쳐 둡니다.', '양파는 얇게 채썰어 주시구 대파와 비엔나소시지는\n\n어슷썰기를 해 줍니다.비엔나소시지를 더 건강하게 드시려면 뜨거운 물에 한번 데쳐주세요', '팬에 식용유 약간 두르고 소시지를 달달달 볶다가 절반정도 익으면 종이컵기준 물1컵을 붓고 끓여 주세요', '물이 끓으면 대파,양파, 콩나물을 넣구 참기름을 제외한\n\n양념을 다 넣고 섞어줍니다', '뚜껑을 닫고 팔팔 끓여 주세요.처음에는 물이 너무 적나 싶지만 야채에서 수분이 나오니 걱정안하셔도 되요\n\n\n\n', '콩나물 숨이 죽고 국물이 자작해지면 전분1T에 물2T를 섞어 전분물을 만들어 조금씩 부어줍니다전분물을 넣으면 국물이 금방 걸죽하게 되요', '국물이 걸죽해지면 참기름1스푼넣고 섞어주심 끝!', ""해물찜처럼 칼칼하고 맛있는 밥도둑 백주부님 '소시지콩나물찜'이 완성되었어요.콩나물과 소시지를 함께 한입 먹어보니 아삭아삭한 콩나물에 소시지가 어우려져 참 맛있어요. 뜨끈한 밥에 김가루 약간 넣고 비벼 먹어두 넘 맛있어요""]","['https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/bc3b32f38d8a3494c05654ef73d03f831.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/84bb71d74081663faa1a4d9f6c1abb131.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/384deb58558f864d6d30be118ab5b5c51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/9c6202831fea49125f37ee12ac306f5a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/a4f21330b95a33b0c62d5bb4a0e695c81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/7a11447082b1bf96f9bdaacf0787c5811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/1a87bf9f6dddfd766e8b971152612bac1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/03/aa3b0af8d81eae951ce68bc47effda5e1.jpg']",328745,
수미네 반찬 :: 전주식 콩나물탕 / 해장하기 좋은 시원한 맛,['https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/faa7dcefbda5a5f196ba892367635f931.jpg'],"['콩나물', '다진마늘', '청양고추', '계란', '대파', '새우젓', '참깨', '고춧가루', '다시물']","['150g', '', '1/2개', '1개', '', '', '', '', '']","['콩나물은 깨끗이 씻어 준비해두고, 대파와 청양고추는 어슷어슷 썰어 준비해주세요.', '뚝배기 바닥에 다시 팩을 깔고 그 위에 콩나물을 가득 넣고 물(500ml)을 넣어 약 8분간 끓여주세요. \n\n수미네 반찬에서는 다시물을 낼 때 디포리와 파뿌리, 멸치와 다시마를 사용했지만, 저는 그냥 집에 있던 멸치, 버섯, 다시마가 들어간 다시 팩을 사용했어요 ･ᴥ･', '보글보글 콩나물이 끓어오르면 새우젓 1/2스푼, 다진 마늘 1/2스푼을 넣어 간을 맞춰주세요. \n\n입맛에 맞춰 양을 조절하면 더 좋겠죠 ~?새우젓 1/2스푼, 다진 마늘 1/2스푼', '미리 준비해두었던 청양고추와 대파, 계란과 고춧가루도 넣어주세요. \n\n노른자는 안 터트리는 센스!', '재료들이 잘 어우러지도록 보글보글 한소끔 끓여주면 전주식 콩나물탕 완성٩(ˊᗜˋ*)و']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/6908f72d2fc4c99172325fb8cbf07d901.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/978d91b726a25e5c9a564ae13753d2c11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/12fff746bee8594417e9c99b7ebbba941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/fe5ddac668640960c2c910c722c640151.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/20/caea6d1ac223cdbdd3f84b859d5820601.jpg']",134531,
입맛돋궈주는 새콤아삭 콩나물냉채,['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/9c3fc6294e806a881c5ca369f30a9c601.jpg'],"['콩나물', '맛살', '당근', '양파', '오이(생략가능)', '설탕', '다진마늘', '간장', '식초', '매실액기스(올리고당', '참기름', '깨', '겨자']","['200g', '4T', '조금', '1/4개', '1/2개', '4.5T', '0.5T', '2T', '5T', '1T', '쪼르륵', '솔솔', '1.5T']","['콩나물은 깨끗하게 씻어서 준비해주세요', '양파는 얇게 채썬후 찬물에 담궈 매운기를 빼주세요', '크래미나 맛살을 3등분한후 손으로 쭉쭉 찢어주세요', '당근과 오이도 채썰어주세요', '물이 끓으면 소금 한스푼 넣고 콩나물을 넣고 끓여주세요3분정도 데쳐주면 적당해요!', '3분후 찬물에 바로 담구면 아삭해져요', '양파도 체에 받쳐 물기를 빼주세요', '야채를 물기빠지는 동안 소스를 만들어주세요\n\n겨자는 취향에 맞게 조절해주시면 되요^^', '야채와 소스를 넣고 젓가락으로 살살 섞어주세요']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/218b6dcdf5d5c17ddf3883befda07fab1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/fbcbbccfee6d660745f54d237984fbb51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/cc52979299cbdbd210ab001b128dcf981.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/83b8c33262d2a0aa6a6be246a1554ff11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/76923965217b207f9522f09e2a50f6d81.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/ad0020b7c16756c341a964bcaf8aa8de1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/997959746b1f1ea0969189a3a91b67ab1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/94ea3902ff6fe818df8584798b7119721.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/17/d9aef3e243e143bd3ad6e25571adc8e01.jpg']",99571,
"[간단 자취요리] 요청쇄도! 맛있는 콩불, 콩나물 불고기 만들기",['https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/20fc80367851fdbe4f4784091ed3f27e1.jpg'],"['대패삼겹살', '대파', '콩나물', '고추장', '고춧가루', '간장', '설탕', '다진']","['500g', '적당량', '2줌', '5숟가락', '4숟가락', '2숟가락', '3숟가락', '2숟가락']","['먼저 파를 큼직하게 썰어줍니다.', '양념을 모두 넣고 섞어주세요.고추장 5숟가락, 고춧가루 4숟가락, 간장 2숟가락, 설탕 3숟가락, 다진 마늘 2숟가락 ', '팬에 고기, 콩나물을 넣고 볶아줍니다.중불', '만들어둔 양념을 넣고 잘 섞어줍니다.약불', '콩나물에서 물이 나오면 중불로 높여 볶아주세요.중불', '대파를 넣고 한번 더 볶아주면 완성!']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/4b9298cf300d94339cdf1b57c89cad2e1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/0094538a1c230caadf0eed80affb47631.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/d68726226f842b301a4f9b88bec616491.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/03e2aba05b15a095bf88b355f0fe47741.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/ca523081197eff2d237f4da6859b63301.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/01/29/a9c48bed130d7b025e888f97fdc19c141.png']",397505,
쉬운 나물반찬#3♥콩나물 볶음~~,['https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/40caba2f9efbb94c0b356f8a9e5d5ca81.jpg'],"['콩나물(1봉)', '고춧가루', '간장', '설탕', '파', '마늘', '들기름', '물']","['380g', '1Ts', '5Ts', '1Ts', '1/2뿌리', '1Ts', '4Ts', '5Ts']","['씻은 콩나물을 웍에 넣습니다.', '고춧가루,간장,설탕을 살포시 뿌려주시고요', '파,마늘까지 얹어주세요.', '타지않도록 물5스푼 넣고, 들기름을 팬 가장자리로 쭉 두릅니다. 뚜껑덮고 센불에 3분정도', '뚜껑 열고,중불로 3분정도 볶아주세요~~', '완성입니다~~']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/c9bbea4c2c6a2435a661705d68a426181.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/4dddae5f96da9eaffd522295cc24bd2c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/6d8faa15152804aa7717f3d0251647941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/46c223e36840de0d95580feb2010255e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/a9ebbad68ffce38b4e6f8ee471257b111.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/02/22/0c84107a4a172f860b131eac6a610c981.jpg']",33677,
새우 콩나물찜 만드는법 :: 아구찜 같은 매운 새우 요리 ,['https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/2ac34c72b469bb333b9e78af9f7b3a741.jpg'],"['새우', '콩나물', '양파', '당근', '파', '고추가루', '고추장', '간장', '참치액젓', '매실청', '맛술', '다진마늘', '생강청', '후추', '참기름', '표고버섯']","['15~20마리', '', '', '', '', '2숟갈', '1숟갈', '1숟갈', '1숟갈', '1숟갈', '1숟갈', '2숟갈', '0.3숟갈', '', '1숟갈', '1숟갈']","['양파 당근 준비했어요.\n\n양파는 꼭 넣으세요~ 당근은 생략가능해요. ^^\n\n호박, 버섯 등 넣고 싶은 야채들 있으면 추가해보세요~', '새우는 껍질 까서 준비하고 (다듬어진 새우로 만들어도 편해요. ㅋ)\n\n비린내를 잡기 위해 밑간을 잠시 해둡니다.\n\n새우가 다 묻혀질 만큼의 맛술, 후추 뿌려요.', '양념장 만들어요.\n\n표고버섯가루나 참치액젓은 없으면 생략하세요.\n\n있으면 더 맛있고 없어도 다른 재료들로 충분히 가능합니다. ^^\n\n참치액젓이 없다면 간장을 한숟갈 정도 더 넣어주세요.', '저는 집에 쪽파가 남아서 쪽파를 넣었는데 대파로 볶으면 됩니다!\n\n먼저 파 한줌 넣고 기름 둘러서 파기름 향 내줄게요.', '파 향이 기름에 잘 베이면 새우 넣고 볶아줍니다.\n\n새우는..이렇게만 볶아서 먹어도 맛있을거에요. ㅎㅎ', '새우가 반쯤 익으면 야채들 넣고 볶아요.', '야채들까지 다 넣고 휘리릭 한번 볶고나면', '콩나물과 양념장 위에 올리고 익혀줍니다.', '콩나물까지 골고루 숨이 죽고 양념이 잘 베이면 완성!\n\n이 때 국물이 나오는게 싫고 약간 되직했음 좋겠다~ 싶으면, 전분 또는 찹쌀가루를 조금 넣어서 농도를 맞춰주세요.\n\n저는 살짝 물기 있으면 밥에 비벼먹기 좋아서~ 안넣었어요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/d96b282598b9fa833ecc9832a51e7dad1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/c6ecbd20b7909c7f3b5b44d8e7816dd51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/de1776eea35fe275be1740c26adee4131.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/c05c5a4d66e962e3b4edb073f3dc7ad31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/f2ae06a262f1a9feaad794af4d4646b91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/a432465c4fb7dab79333f1199792af131.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/f9b9edc5ed23f8ffe3a6972df5cde8a71.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/e7ee229bcee99b4ac1af3893570cb0711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/07/12/1eda857bf28ba3944aa4132b4fca9a311.jpg']",50416,
